"Date","Police_ref","Easting","Northing","Severity","Road_cond","Visibility","Casualties","Pedestrian","Cycles","P2W","OAPs","Children","Manoeuvre","Time","Vehicles","Roadclass1","Roadnum1","Road_Type","Speed_Lim","Junct_det","Junct_ctrl","Roadclass2","Roadnum2","Cross_ctrl","Cross_fac","Weather","SpCond","Carr_haz","Day","Location","Local_Auth","ReportedAt","Parish"
20180510,18303389,531885,271647,"3. Slight","1. Dry","1. Daylight",1,0,0,1,0,0,"0. No turn","15:25",2,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","NEEDINGWORTH ROAD","E07000011","1. Yes",0
20180510,18295769,520691,300529,"2. Serious","1. Dry","1. Daylight",1,1,0,0,0,1,"0. No turn","13:08",1,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","8. Central reservation","1. Fine without high winds",0,"0. None","5. Thursday","NEWARK HILL ACADEMY EASTFIELD ROAD AT JN WITH GILDENBURGH AVENUE","E06000031","1. Yes",0
20180510,18291724,543337,311955,"2. Serious","1. Dry","1. Daylight",2,0,0,1,0,0,"0. No turn","11:40",2,"6. Unclassified",0,"6. Single carriageway",60,"6. Crossroads","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","GOREFIELD ROAD AT JN WITH PARK LANE","E07000010","1. Yes",138
20180511,18293036,525312,270585,"3. Slight","2. Wet/Damp","4. Darkness: street lights present and lit",1,1,0,0,0,0,"0. No turn","23:55",1,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","2. Raining without high winds",0,"0. None","6. Friday","CAMBRIDGE VILLAS","E07000011","1. Yes",126
20180511,18300127,553913,260176,"3. Slight","1. Dry","1. Daylight",3,0,0,0,1,0,"2. Right turn","06:35",2,"3. A",1303,"6. Single carriageway",60,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","NEWMARKET ROAD A1303 AT JN WITH BELL ROAD","E07000009","1. Yes",0
20180511,18301126,546973,261578,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","05:16",1,"3. A",1309,"6. Single carriageway",40,"6. Crossroads","2. Automatic traffic signal","6. Unclassified",0,"0. None","4. Pelican, puffin, toucan etc.","1. Fine without high winds",0,"0. None","6. Friday","MILTON ROAD A1309 AT JN WITH COWLEY ROAD","E07000012","1. Yes",0
20180511,18308157,517192,261297,"3. Slight","1. Dry","1. Daylight",4,0,0,0,2,0,"2. Right turn","12:50",2,"3. A",1,"3. Dual carriageway",70,"5. Slip Road","4. Give way or Uncontrolled","4. B",645,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","A1 AT JN WITH ST NEOTS B645","E07000011","1. Yes",0
20180511,18293443,549643,279187,"3. Slight","1. Dry","1. Daylight",1,0,0,1,0,0,"0. No turn","07:49",2,"3. A",142,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","A142 WITCHFORD","E07000009","1. Yes",0
20180511,18293537,518673,299862,"3. Slight","1. Dry","1. Daylight",1,1,0,0,0,0,"1. Left turn","17:20",1,"6. Unclassified",0,"6. Single carriageway",30,"8. Pri Drive","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","4. Pelican, puffin, toucan etc.","1. Fine without high winds",0,"0. None","6. Friday","TAVERNERS ROAD","E06000031","2. No - accident was reported 'over the counter'",0
20180511,18292025,514037,264099,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","10:50",1,"4. B",645,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","GREAT STAUGHTON B645","E07000011","2. No - accident was reported 'over the counter'",100
20180512,18298734,544344,261500,"3. Slight","1. Dry","1. Daylight",6,0,0,0,1,0,"2. Right turn","12:30",2,"4. B",1049,"6. Single carriageway",40,"3. T & Stag Jct","2. Automatic traffic signal","6. Unclassified",0,"0. None","5. Ped. phase at traffic signal junction","1. Fine without high winds",0,"0. None","7. Saturday","HISTON ROAD B1049 AT JN WITH KINGS HEDGES ROAD","E07000008","1. Yes",0
20180512,18300163,547963,259608,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","17:38",3,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","7. Saturday","OUTSIDE 19 KEYNES ROAD NEAR JN WITH EKIN ROAD","E07000008","1. Yes",0
20180512,18305176,530606,269812,"3. Slight","2. Wet/Damp","6. Darkness: no street lighting",5,0,0,0,1,0,"0. No turn","23:07",2,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","2. Raining without high winds",0,"0. None","7. Saturday","LONDON ROAD","E07000011","1. Yes",0
20180512,18292182,523861,271540,"2. Serious","2. Wet/Damp","1. Daylight",1,0,1,0,0,1,"0. No turn","11:40",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","4. B",1514,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","7. Saturday","MILL COMMON AT JUNCTION WITH CASTLE MOAT ROAD (B1514).","E07000011","2. No - accident was reported 'over the counter'",0
20180512,18293793,550980,274707,"3. Slight","2. Wet/Damp","1. Daylight",1,0,0,0,1,0,"0. No turn","17:19",1,"3. A",10,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","2. Raining without high winds",0,"0. None","7. Saturday","A10 CAMBRIDGE ROAD","E07000009","1. Yes",210
20180513,18292483,528204,289498,"3. Slight","1. Dry","1. Daylight",1,0,1,0,1,0,"2. Right turn","12:45",2,"6. Unclassified",0,"6. Single carriageway",40,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","OILMILLS ROAD","E07000011","2. No - accident was reported 'over the counter'",0
20180513,18295303,517309,284458,"3. Slight","1. Dry","1. Daylight",2,0,0,0,0,0,"0. No turn","12:35",2,"2. A(M)",1,"3. Dual carriageway",70,"1. Roundabout","4. Give way or Uncontrolled","4. B",1043,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","JUNCTION 15 A(M)1 AT JN WITH OLD NORTH ROAD B1043","E07000011","1. Yes",0
20180514,18303293,543038,251686,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","07:04",3,"3. A",10,"6. Single carriageway",30,"9. Other","2. Automatic traffic signal","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","HIGH STREET A10 AT JN WITH THE PASTURES","E07000012","1. Yes",0
20180514,18311137,560217,259877,"2. Serious","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","06:17",1,"3. A",1304,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","OUTSIDE LORDSHIP HOUSE LONDON ROAD A1304","E07000009","1. Yes",0
20180514,18294836,518845,297653,"3. Slight","1. Dry","1. Daylight",3,0,0,0,0,1,"0. No turn","18:53",2,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","GROVE STREET","E06000031","1. Yes",0
20180514,18295152,556400,263486,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","07:20",2,"4. B",1102,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","BETWEEN BURWELL/SWAFFHAM BULBECK B1102","E07000009","2. No - accident was reported 'over the counter'",0
20180514,18295534,519433,299373,"3. Slight","1. Dry","1. Daylight",1,0,0,1,0,0,"2. Right turn","07:49",2,"6. Unclassified",0,"6. Single carriageway",30,"6. Crossroads","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","OUTSIDE NUMBER 7 BROADWAY NEAR JN WITH CRAWTHORNE ROAD","E06000031","1. Yes",0
20180514,18297191,557929,287616,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","16:40",2,"3. A",1101,"6. Single carriageway",60,"8. Pri Drive","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","MILDENHALL ROAD A1101","E07000009","1. Yes",0
20180514,18293001,539707,298839,"2. Serious","1. Dry","1. Daylight",1,1,0,0,0,0,"0. No turn","17:16",1,"3. A",141,"6. Single carriageway",40,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",4,"0. None","2. Monday","WISBECH ROAD A141","E07000010","1. Yes",0
20180514,18295612,536387,278331,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,1,"0. No turn","19:00",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","THE GREEN NEAR JN WITH WINDSOR GREEN STORES","E07000011","1. Yes",0
20180514,18297542,543950,244537,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","07:16",2,"3. A",505,"6. Single carriageway",60,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","A505 AT JUNCTION WITH UNCLASSIFIED ROAD NEXT TO HEATH FARM.","E07000012","1. Yes",0
20180514,18299118,520883,274256,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","04:03",2,"3. A",14,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","LAYBY A14, ALCONBURY","E07000011","1. Yes",0
20180515,18303956,544378,258968,"2. Serious","1. Dry","1. Daylight",1,0,1,0,0,0,"2. Right turn","07:19",2,"3. A",1134,"1. Roundabout",30,"2. Mini roundabout","4. Give way or Uncontrolled","3. A",1303,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","QUEEN'S ROAD A1134 AT JN WITH MADINGLEY ROAD A1303","E07000008","1. Yes",0
20180515,18294544,546434,255391,"2. Serious","1. Dry","1. Daylight",1,0,1,0,0,0,"0. No turn","07:22",2,"6. Unclassified",0,"6. Single carriageway",20,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","4. Pelican, puffin, toucan etc.","1. Fine without high winds",0,"0. None","3. Tuesday","ADRIAN WAY NEAR JN WITH PUDDINGCOMBE WAY","E07000008","2. No - accident was reported 'over the counter'",0
20180515,18295278,548802,253477,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","13:58",2,"3. A",1307,"6. Single carriageway",60,"6. Crossroads","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"2. Other object in carriageway","3. Tuesday","BRABRAHAM ROAD A1307 AT JN WITH HAVERHILL ROAD","E07000012","1. Yes",0
20180515,18295835,528067,304889,"3. Slight","1. Dry","1. Daylight",1,0,0,0,1,0,"2. Right turn","19:10",2,"3. A",47,"3. Dual carriageway",70,"1. Roundabout","4. Give way or Uncontrolled","4. B",1040,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","THORNEY A47 AT JN WITH B1040","E06000031","1. Yes",0
20180515,18292970,542555,261548,"3. Slight","1. Dry","1. Daylight",1,0,1,0,1,0,"0. No turn","13:00",2,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","128 GIRTON ROAD.","E07000012","1. Yes",0
20180515,18297365,527192,265762,"3. Slight","1. Dry","1. Daylight",1,0,0,1,0,0,"0. No turn","14:51",2,"3. A",1198,"6. Single carriageway",60,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","A1198 AT JN WITH GRAVELEY WAY","E07000011","1. Yes",0
20180516,18295674,517726,293717,"3. Slight","1. Dry","1. Daylight",2,0,0,0,1,0,"0. No turn","07:00",2,"3. A",15,"6. Single carriageway",40,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","4. Wednesday","LONDON ROAD A15 NEAR JN WITH EAGLE WAY","E06000031","1. Yes",0
20180516,18295982,520431,296980,"3. Slight","2. Wet/Damp","1. Daylight",1,1,0,0,0,1,"0. No turn","08:30",1,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","4. Wednesday","CONEYGREE ROAD AT JN WITH AYRES DRIVE","E06000031","2. No - accident was reported 'over the counter'",0
20180516,18298343,516838,295347,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","12:10",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","4. Wednesday","MALBORNE WAY AT JN WITH WALGRAVE","E06000031","1. Yes",0
20180516,18300162,514400,272309,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","08:30",2,"3. A",14,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","4. Wednesday","A14 NEAR JN WITH EASTON ROAD","E07000011","1. Yes",0
20180516,18295648,519569,299811,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,0,"0. No turn","07:40",2,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","4. Pelican, puffin, toucan etc.","1. Fine without high winds",0,"0. None","4. Wednesday","PRINCES GATE","E06000031","1. Yes",0
20180516,18295221,546561,255557,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","12:48",2,"3. A",1134,"6. Single carriageway",30,"6. Crossroads","2. Automatic traffic signal","3. A",1307,"0. None","4. Pelican, puffin, toucan etc.","1. Fine without high winds",0,"0. None","4. Wednesday","LONG ROAD A1134 AT JN WITH HILLS ROAD A1307","E07000008","2. No - accident was reported 'over the counter'",0
20180517,18295836,541697,256230,"3. Slight","1. Dry","1. Daylight",1,0,0,0,1,0,"0. No turn","14:33",1,"3. A",603,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","OUTSIDE TRINITY FOOT KENNELS CAMBRIDGE ROAD A603","E07000012","1. Yes",0
20180517,18296045,559223,273633,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"2. Right turn","17:17",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","PRATT STREET AT JN WITH GUNTONS CLOSE","E07000009","1. Yes",0
20180517,18295655,545549,258510,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,0,"0. No turn","20:05",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","CLARENDON STREET AT JN WITH ELM STREET","E07000008","2. No - accident was reported 'over the counter'",0
20180518,18295980,559601,290294,"2. Serious","1. Dry","1. Daylight",1,0,0,0,1,0,"0. No turn","06:58",2,"3. A",10,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","RIVERSIDE BUNGALOW LYNN ROAD A10","E07000009","1. Yes",0
20180518,18295141,520452,299056,"3. Slight","1. Dry","1. Daylight",2,0,0,0,2,0,"0. No turn","11:05",2,"6. Unclassified",0,"1. Roundabout",70,"1. Roundabout","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","FRANK PERKINS PARKWAY AT JN WITH BOONGATE","E06000031","2. No - accident was reported 'over the counter'",0
20180518,18295615,544337,259999,"3. Slight","1. Dry","4. Darkness: street lights present and lit",1,0,0,0,0,0,"0. No turn","22:02",2,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","HISTON ROAD NEAR JN WITH AKEMAN STREET","E07000008","2. No - accident was reported 'over the counter'",0
20180518,18295998,522972,308189,"3. Slight","1. Dry","1. Daylight",2,0,0,0,0,0,"0. No turn","16:35",3,"3. A",16,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","A16","E06000031","1. Yes",0
20180518,18296260,535871,265623,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","06:00",2,"3. A",14,"3. Dual carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","HUNTINGDON ROAD A14","E07000012","2. No - accident was reported 'over the counter'",0
20180518,18297297,544407,244767,"3. Slight","1. Dry","1. Daylight",2,0,0,1,0,0,"2. Right turn","16:33",2,"3. A",505,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","A505 OUTSIDE PET CEMETARY","E07000012","1. Yes",0
20180518,18295138,548584,268053,"3. Slight","1. Dry","1. Daylight",1,0,1,0,1,0,"2. Right turn","11:30",2,"3. A",10,"6. Single carriageway",60,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","ELY ROAD A10 AT JN WITH ENTRANCE TO GLENMORE BUSINESS PARK","E07000012","1. Yes",0
